0;1;100;149.557;103.904
1;2;100;177.445;107.077
2;3;100;197.267;109.964
3;4;100;213.153;112.703
4;5;100;226.683;115.348
5;6;100;238.607;117.924
6;7;100;249.347;120.447
7;8;100;259.165;122.926
8;9;100;268.241;125.368
9;10;100;276.701;127.778
10;11;100.001;284.641;130.159
11;12;100.002;292.134;132.514
12;13;100.003;299.237;134.846
13;14;100.005;305.997;137.157
14;15;100.009;312.451;139.447
15;16;100.014;318.631;141.72
16;17;100.021;324.564;143.974
17;18;100.032;330.271;146.213
18;19;100.046;335.772;148.436
19;20;100.064;341.085;150.644
